Instance 1 | Big:
Plants:
1.- Max distribution: 1747
-Send cost:
      -Center 32: 209
      -Center 33: 419
      -Center 34: 849
9.- Max distribution: 1680
-Send cost:
      -Center 1: 160
      -Center 2: 584
      -Center 3: 917
      -Center 4: 613
      -Center 5: 739
      -Center 6: 216
      -Center 7: 786
      -Center 8: 778
      -Center 9: 365
      -Center 10: 431
      -Center 11: 738
      -Center 12: 696
      -Center 13: 453
      -Center 14: 998
      -Center 15: 607
      -Center 16: 265
      -Center 17: 103
      -Center 18: 742
      -Center 19: 987
      -Center 20: 838
      -Center 21: 358
      -Center 22: 787
      -Center 23: 815
      -Center 24: 451
      -Center 25: 952
      -Center 26: 522
      -Center 27: 895
      -Center 28: 414
      -Center 29: 196
      -Center 30: 740
      -Center 31: 369
      -Center 32: 611
      -Center 33: 703
      -Center 34: 163
10.- Max distribution: 1590
-Send cost:
      -Center 1: 203
      -Center 2: 990
      -Center 3: 948
      -Center 4: 319
      -Center 5: 592
      -Center 6: 358
      -Center 7: 918
      -Center 8: 878
      -Center 9: 868
      -Center 10: 647
      -Center 11: 804
      -Center 12: 571
      -Center 13: 454
      -Center 14: 919
      -Center 15: 872
      -Center 16: 827
      -Center 17: 973
      -Center 18: 878
      -Center 19: 784
      -Center 20: 338
      -Center 21: 134
      -Center 22: 828
      -Center 23: 523
      -Center 24: 804
      -Center 25: 746
      -Center 26: 267
      -Center 27: 528
      -Center 28: 147
      -Center 29: 329
      -Center 30: 437
      -Center 31: 778
      -Center 32: 746
      -Center 33: 928
      -Center 34: 455
11.- Max distribution: 1538
-Send cost:
      -Center 1: 690
      -Center 2: 754
      -Center 3: 506
      -Center 4: 908
      -Center 5: 116
      -Center 6: 631
      -Center 7: 318
      -Center 8: 474
      -Center 9: 638
      -Center 10: 911
      -Center 11: 323
      -Center 12: 222
      -Center 13: 899
      -Center 14: 749
      -Center 15: 595
      -Center 16: 280
      -Center 17: 503
      -Center 18: 847
      -Center 19: 200
      -Center 20: 744
      -Center 21: 142
      -Center 22: 338
      -Center 23: 475
      -Center 24: 397
      -Center 25: 184
      -Center 26: 968
      -Center 27: 827
      -Center 28: 440
      -Center 29: 665
      -Center 30: 693
      -Center 31: 499
      -Center 32: 807
      -Center 33: 827
      -Center 34: 774
12.- Max distribution: 1206
-Send cost:
      -Center 1: 179
      -Center 2: 539
      -Center 3: 511
      -Center 4: 289
      -Center 5: 624
      -Center 6: 953
      -Center 7: 779
      -Center 8: 626
      -Center 9: 324
      -Center 10: 295
      -Center 11: 220
      -Center 12: 987
      -Center 13: 702
      -Center 14: 885
      -Center 15: 723
      -Center 16: 565
      -Center 17: 715
      -Center 18: 332
      -Center 19: 254
      -Center 20: 537
      -Center 21: 529
      -Center 22: 753
      -Center 23: 543
      -Center 24: 253
      -Center 25: 824
      -Center 26: 678
      -Center 27: 665
      -Center 28: 167
      -Center 29: 847
      -Center 30: 700
      -Center 31: 305
      -Center 32: 179
      -Center 33: 350
      -Center 34: 980
13.- Max distribution: 1103
-Send cost:
      -Center 1: 824
      -Center 2: 228
      -Center 3: 284
      -Center 4: 987
      -Center 5: 766
      -Center 6: 857
      -Center 7: 826
      -Center 8: 669
      -Center 9: 245
      -Center 10: 612
      -Center 11: 143
      -Center 12: 923
      -Center 13: 786
      -Center 14: 696
      -Center 15: 589
      -Center 16: 532
      -Center 17: 793
      -Center 18: 511
      -Center 19: 326
      -Center 20: 486
      -Center 21: 508
      -Center 22: 219
      -Center 23: 218
      -Center 24: 285
      -Center 25: 481
      -Center 26: 521
      -Center 27: 799
      -Center 28: 790
      -Center 29: 636
      -Center 30: 525
      -Center 31: 428
      -Center 32: 619
      -Center 33: 167
      -Center 34: 422
14.- Max distribution: 1624
-Send cost:
      -Center 1: 105
      -Center 2: 327
      -Center 3: 508
      -Center 4: 913
      -Center 5: 987
      -Center 6: 631
      -Center 7: 942
      -Center 8: 739
      -Center 9: 762
      -Center 10: 668
      -Center 11: 397
      -Center 12: 295
      -Center 13: 425
      -Center 14: 284
      -Center 15: 287
      -Center 16: 443
      -Center 17: 555
      -Center 18: 531
      -Center 19: 927
      -Center 20: 562
      -Center 21: 411
      -Center 22: 648
      -Center 23: 425
      -Center 24: 616
      -Center 25: 820
      -Center 26: 239
      -Center 27: 270
      -Center 28: 985
      -Center 29: 302
      -Center 30: 251
      -Center 31: 572
      -Center 32: 648
      -Center 33: 836
      -Center 34: 441
15.- Max distribution: 1132
-Send cost:
      -Center 1: 934
      -Center 2: 954
      -Center 3: 427
      -Center 4: 300
      -Center 5: 531
      -Center 6: 965
      -Center 7: 314
      -Center 8: 799
      -Center 9: 829
      -Center 10: 444
      -Center 11: 643
      -Center 12: 333
      -Center 13: 220
      -Center 14: 100
      -Center 15: 636
      -Center 16: 961
      -Center 17: 570
      -Center 18: 525
      -Center 19: 625
      -Center 20: 679
      -Center 21: 836
      -Center 22: 129
      -Center 23: 867
      -Center 24: 364
      -Center 25: 471
      -Center 26: 834
      -Center 27: 485
      -Center 28: 905
      -Center 29: 878
      -Center 30: 381
      -Center 31: 159
      -Center 32: 280
      -Center 33: 304
      -Center 34: 547
16.- Max distribution: 1174
-Send cost:
      -Center 1: 157
      -Center 2: 442
      -Center 3: 995
      -Center 4: 407
      -Center 5: 165
      -Center 6: 611
      -Center 7: 304
      -Center 8: 988
      -Center 9: 692
      -Center 10: 142
      -Center 11: 597
      -Center 12: 365
      -Center 13: 427
      -Center 14: 303
      -Center 15: 952
      -Center 16: 396
      -Center 17: 910
      -Center 18: 892
      -Center 19: 446
      -Center 20: 253
      -Center 21: 843
      -Center 22: 721
      -Center 23: 255
      -Center 24: 871
      -Center 25: 702
      -Center 26: 116
      -Center 27: 374
      -Center 28: 469
      -Center 29: 248
      -Center 30: 146
      -Center 31: 749
      -Center 32: 106
      -Center 33: 937
      -Center 34: 104
17.- Max distribution: 1287
-Send cost:
      -Center 1: 249
      -Center 2: 860
      -Center 3: 501
      -Center 4: 603
      -Center 5: 640
      -Center 6: 493
      -Center 7: 413
      -Center 8: 391
      -Center 9: 912
      -Center 10: 669
      -Center 11: 870
      -Center 12: 370
      -Center 13: 236
      -Center 14: 714
      -Center 15: 665
      -Center 16: 965
      -Center 17: 996
      -Center 18: 495
      -Center 19: 452
      -Center 20: 505
      -Center 21: 546
      -Center 22: 909
      -Center 23: 158
      -Center 24: 687
      -Center 25: 804
      -Center 26: 380
      -Center 27: 804
      -Center 28: 371
      -Center 29: 227
      -Center 30: 459
      -Center 31: 713
      -Center 32: 741
      -Center 33: 892
      -Center 34: 115
18.- Max distribution: 1288
-Send cost:
      -Center 1: 266
      -Center 2: 510
      -Center 3: 649
      -Center 4: 468
      -Center 5: 238
      -Center 6: 692
      -Center 7: 728
      -Center 8: 454
      -Center 9: 685
      -Center 10: 374
      -Center 11: 903
      -Center 12: 557
      -Center 13: 207
      -Center 14: 588
      -Center 15: 584
      -Center 16: 448
      -Center 17: 497
      -Center 18: 315
      -Center 19: 950
      -Center 20: 731
      -Center 21: 801
      -Center 22: 574
      -Center 23: 234
      -Center 24: 665
      -Center 25: 177
      -Center 26: 111
      -Center 27: 172
      -Center 28: 436
      -Center 29: 252
      -Center 30: 809
      -Center 31: 924
      -Center 32: 223
      -Center 33: 124
      -Center 34: 314
19.- Max distribution: 883
-Send cost:
      -Center 1: 243
      -Center 2: 719
      -Center 3: 471
      -Center 4: 174
      -Center 5: 824
      -Center 6: 112
      -Center 7: 292
      -Center 8: 202
      -Center 9: 382
      -Center 10: 539
      -Center 11: 863
      -Center 12: 323
      -Center 13: 524
      -Center 14: 587
      -Center 15: 449
      -Center 16: 939
      -Center 17: 824
      -Center 18: 500
      -Center 19: 774
      -Center 20: 859
      -Center 21: 319
      -Center 22: 768
      -Center 23: 938
      -Center 24: 102
      -Center 25: 879
      -Center 26: 693
      -Center 27: 305
      -Center 28: 134
      -Center 29: 688
      -Center 30: 152
      -Center 31: 553
      -Center 32: 334
      -Center 33: 570
      -Center 34: 844
20.- Max distribution: 1433
-Send cost:
      -Center 1: 250
      -Center 2: 231
      -Center 3: 172
      -Center 4: 188
      -Center 5: 682
      -Center 6: 115
      -Center 7: 362
      -Center 8: 781
      -Center 9: 250
      -Center 10: 263
      -Center 11: 729
      -Center 12: 127
      -Center 13: 178
      -Center 14: 790
      -Center 15: 265
      -Center 16: 872
      -Center 17: 857
      -Center 18: 272
      -Center 19: 114
      -Center 20: 789
      -Center 21: 521
      -Center 22: 589
      -Center 23: 799
      -Center 24: 714
      -Center 25: 261
      -Center 26: 438
      -Center 27: 900
      -Center 28: 313
      -Center 29: 285
      -Center 30: 577
      -Center 31: 274
      -Center 32: 579
      -Center 33: 248
      -Center 34: 540
21.- Max distribution: 1478
-Send cost:
      -Center 1: 317
      -Center 2: 171
      -Center 3: 754
      -Center 4: 823
      -Center 5: 879
      -Center 6: 832
      -Center 7: 435
      -Center 8: 315
      -Center 9: 504
      -Center 10: 180
      -Center 11: 942
      -Center 12: 831
      -Center 13: 729
      -Center 14: 749
      -Center 15: 299
      -Center 16: 968
      -Center 17: 587
      -Center 18: 630
      -Center 19: 349
      -Center 20: 747
      -Center 21: 137
      -Center 22: 659
      -Center 23: 532
      -Center 24: 200
      -Center 25: 331
      -Center 26: 967
      -Center 27: 957
      -Center 28: 617
      -Center 29: 548
      -Center 30: 957
      -Center 31: 847
      -Center 32: 415
      -Center 33: 561
      -Center 34: 646
22.- Max distribution: 1095
-Send cost:
      -Center 1: 157
      -Center 2: 208
      -Center 3: 997
      -Center 4: 538
      -Center 5: 479
      -Center 6: 504
      -Center 7: 742
      -Center 8: 835
      -Center 9: 821
      -Center 10: 408
      -Center 11: 788
      -Center 12: 938
      -Center 13: 198
      -Center 14: 685
      -Center 15: 985
      -Center 16: 588
      -Center 17: 695
      -Center 18: 106
      -Center 19: 214
      -Center 20: 112
      -Center 21: 273
      -Center 22: 281
      -Center 23: 108
      -Center 24: 979
      -Center 25: 193
      -Center 26: 685
      -Center 27: 362
      -Center 28: 774
      -Center 29: 376
      -Center 30: 339
      -Center 31: 529
      -Center 32: 669
      -Center 33: 366
      -Center 34: 424
23.- Max distribution: 1035
-Send cost:
      -Center 1: 610
      -Center 2: 137
      -Center 3: 315
      -Center 4: 772
      -Center 5: 243
      -Center 6: 393
      -Center 7: 574
      -Center 8: 375
      -Center 9: 771
      -Center 10: 528
      -Center 11: 888
      -Center 12: 824
      -Center 13: 617
      -Center 14: 766
      -Center 15: 598
      -Center 16: 447
      -Center 17: 359
      -Center 18: 694
      -Center 19: 667
      -Center 20: 800
      -Center 21: 671
      -Center 22: 887
      -Center 23: 408
      -Center 24: 399
      -Center 25: 305
      -Center 26: 718
      -Center 27: 485
      -Center 28: 175
      -Center 29: 651
      -Center 30: 401
      -Center 31: 809
      -Center 32: 420
      -Center 33: 654
      -Center 34: 828
24.- Max distribution: 1340
-Send cost:
      -Center 1: 451
      -Center 2: 387
      -Center 3: 942
      -Center 4: 349
      -Center 5: 509
      -Center 6: 737
      -Center 7: 697
      -Center 8: 357
      -Center 9: 578
      -Center 10: 516
      -Center 11: 459
      -Center 12: 500
      -Center 13: 378
      -Center 14: 642
      -Center 15: 360
      -Center 16: 637
      -Center 17: 813
      -Center 18: 329
      -Center 19: 770
      -Center 20: 368
      -Center 21: 607
      -Center 22: 768
      -Center 23: 225
      -Center 24: 666
      -Center 25: 877
      -Center 26: 945
      -Center 27: 840
      -Center 28: 391
      -Center 29: 947
      -Center 30: 172
      -Center 31: 602
      -Center 32: 124
      -Center 33: 371
      -Center 34: 321
25.- Max distribution: 1329
-Send cost:
      -Center 1: 800
      -Center 2: 694
      -Center 3: 163
      -Center 4: 525
      -Center 5: 489
      -Center 6: 1000
      -Center 7: 788
      -Center 8: 442
      -Center 9: 576
      -Center 10: 719
      -Center 11: 679
      -Center 12: 412
      -Center 13: 581
      -Center 14: 148
      -Center 15: 475
      -Center 16: 153
      -Center 17: 902
      -Center 18: 195
      -Center 19: 930
      -Center 20: 192
      -Center 21: 520
      -Center 22: 358
      -Center 23: 763
      -Center 24: 348
      -Center 25: 198
      -Center 26: 804
      -Center 27: 650
      -Center 28: 292
      -Center 29: 344
      -Center 30: 914
      -Center 31: 383
      -Center 32: 462
      -Center 33: 662
      -Center 34: 610
Centers:
1.- Max manage: 104 | Operation cost: 1442
-Send cost:
      -Zone 1: 216
      -Zone 2: 136
      -Zone 3: 641
      -Zone 4: 156
      -Zone 5: 570
      -Zone 6: 147
      -Zone 7: 896
      -Zone 8: 809
      -Zone 9: 304
      -Zone 10: 128
      -Zone 11: 267
      -Zone 12: 973
      -Zone 13: 530
      -Zone 14: 312
      -Zone 15: 618
      -Zone 16: 108
      -Zone 17: 281
      -Zone 18: 550
      -Zone 19: 443
      -Zone 20: 980
      -Zone 21: 755
      -Zone 22: 658
      -Zone 23: 492
      -Zone 24: 298
      -Zone 25: 187
      -Zone 26: 395
      -Zone 27: 250
      -Zone 28: 775
      -Zone 29: 312
      -Zone 30: 728
      -Zone 31: 207
      -Zone 32: 184
      -Zone 33: 937
      -Zone 34: 461
      -Zone 35: 443
      -Zone 36: 240
2.- Max manage: 159 | Operation cost: 1100
-Send cost:
      -Zone 1: 314
      -Zone 2: 737
      -Zone 3: 117
      -Zone 4: 543
      -Zone 5: 685
      -Zone 6: 644
      -Zone 7: 420
      -Zone 8: 138
      -Zone 9: 323
      -Zone 10: 264
      -Zone 11: 557
      -Zone 12: 520
      -Zone 13: 408
      -Zone 14: 750
      -Zone 15: 433
      -Zone 16: 320
      -Zone 17: 917
      -Zone 18: 355
      -Zone 19: 979
      -Zone 20: 763
      -Zone 21: 501
      -Zone 22: 988
      -Zone 23: 765
      -Zone 24: 810
      -Zone 25: 692
      -Zone 26: 353
      -Zone 27: 361
      -Zone 28: 197
      -Zone 29: 775
      -Zone 30: 471
      -Zone 31: 455
      -Zone 32: 696
      -Zone 33: 782
      -Zone 34: 321
      -Zone 35: 428
      -Zone 36: 622
3.- Max manage: 527 | Operation cost: 954
-Send cost:
      -Zone 1: 136
      -Zone 2: 227
      -Zone 3: 196
      -Zone 4: 865
      -Zone 5: 833
      -Zone 6: 112
      -Zone 7: 816
      -Zone 8: 268
      -Zone 9: 276
      -Zone 10: 465
      -Zone 11: 648
      -Zone 12: 442
      -Zone 13: 887
      -Zone 14: 753
      -Zone 15: 193
      -Zone 16: 142
      -Zone 17: 447
      -Zone 18: 1000
      -Zone 19: 856
      -Zone 20: 110
      -Zone 21: 842
      -Zone 22: 918
      -Zone 23: 559
      -Zone 24: 622
      -Zone 25: 843
      -Zone 26: 928
      -Zone 27: 450
      -Zone 28: 748
      -Zone 29: 358
      -Zone 30: 100
      -Zone 31: 939
      -Zone 32: 766
      -Zone 33: 231
      -Zone 34: 639
      -Zone 35: 198
      -Zone 36: 665
4.- Max manage: 373 | Operation cost: 1274
-Send cost:
      -Zone 1: 632
      -Zone 2: 915
      -Zone 3: 873
      -Zone 4: 364
      -Zone 5: 174
      -Zone 6: 567
      -Zone 7: 670
      -Zone 8: 487
      -Zone 9: 883
      -Zone 10: 289
      -Zone 11: 704
      -Zone 12: 299
      -Zone 13: 137
      -Zone 14: 572
      -Zone 15: 149
      -Zone 16: 480
      -Zone 17: 939
      -Zone 18: 718
      -Zone 19: 388
      -Zone 20: 300
      -Zone 21: 287
      -Zone 22: 669
      -Zone 23: 370
      -Zone 24: 600
      -Zone 25: 797
      -Zone 26: 281
      -Zone 27: 443
      -Zone 28: 237
      -Zone 29: 908
      -Zone 30: 285
      -Zone 31: 437
      -Zone 32: 927
      -Zone 33: 854
      -Zone 34: 247
      -Zone 35: 977
      -Zone 36: 553
5.- Max manage: 924 | Operation cost: 777
-Send cost:
      -Zone 1: 376
      -Zone 2: 875
      -Zone 3: 122
      -Zone 4: 600
      -Zone 5: 615
      -Zone 6: 540
      -Zone 7: 271
      -Zone 8: 909
      -Zone 9: 975
      -Zone 10: 412
      -Zone 11: 719
      -Zone 12: 333
      -Zone 13: 985
      -Zone 14: 766
      -Zone 15: 376
      -Zone 16: 574
      -Zone 17: 472
      -Zone 18: 375
      -Zone 19: 390
      -Zone 20: 593
      -Zone 21: 909
      -Zone 22: 925
      -Zone 23: 125
      -Zone 24: 250
      -Zone 25: 355
      -Zone 26: 694
      -Zone 27: 908
      -Zone 28: 716
      -Zone 29: 275
      -Zone 30: 808
      -Zone 31: 229
      -Zone 32: 807
      -Zone 33: 734
      -Zone 34: 738
      -Zone 35: 779
      -Zone 36: 263
6.- Max manage: 368 | Operation cost: 968
-Send cost:
      -Zone 1: 970
      -Zone 2: 752
      -Zone 3: 137
      -Zone 4: 789
      -Zone 5: 960
      -Zone 6: 973
      -Zone 7: 411
      -Zone 8: 940
      -Zone 9: 429
      -Zone 10: 673
      -Zone 11: 444
      -Zone 12: 545
      -Zone 13: 961
      -Zone 14: 682
      -Zone 15: 718
      -Zone 16: 548
      -Zone 17: 341
      -Zone 18: 818
      -Zone 19: 336
      -Zone 20: 942
      -Zone 21: 127
      -Zone 22: 361
      -Zone 23: 206
      -Zone 24: 514
      -Zone 25: 244
      -Zone 26: 789
      -Zone 27: 651
      -Zone 28: 845
      -Zone 29: 819
      -Zone 30: 328
      -Zone 31: 360
      -Zone 32: 982
      -Zone 33: 400
      -Zone 34: 311
      -Zone 35: 290
      -Zone 36: 168
7.- Max manage: 472 | Operation cost: 731
-Send cost:
      -Zone 1: 253
      -Zone 2: 413
      -Zone 3: 254
      -Zone 4: 237
      -Zone 5: 893
      -Zone 6: 784
      -Zone 7: 425
      -Zone 8: 489
      -Zone 9: 375
      -Zone 10: 934
      -Zone 11: 385
      -Zone 12: 469
      -Zone 13: 933
      -Zone 14: 832
      -Zone 15: 101
      -Zone 16: 946
      -Zone 17: 429
      -Zone 18: 740
      -Zone 19: 182
      -Zone 20: 963
      -Zone 21: 872
      -Zone 22: 374
      -Zone 23: 580
      -Zone 24: 159
      -Zone 25: 555
      -Zone 26: 599
      -Zone 27: 698
      -Zone 28: 504
      -Zone 29: 274
      -Zone 30: 991
      -Zone 31: 211
